objectid,title,subject,description,creator,searchau,full-text link,publisher,location,date,contributor,rights statements,relation,format,language,type,identifier,object_location,image_small,image_thumb,note
vjwp_14,Tikun Sofrim: Im Vave Amudim [Bereishit] ,"Bible. Old Testament--Versions, Jewish",Hebrew-English chumash. Includes Hebrew and English Torah portions for Bereishit (Genesis) with the haftorot in the back of the book. ,David Levi,David Levi,"<a href=""https://babel.hathitrust.org/cgi/pt?id=hvd.hw5pb4&amp;view=1up&amp;seq=422&amp;skin=2021"">https://babel.hathitrust.org/cgi/pt?id=hvd.hw5pb4&amp;view=1up&amp;seq=422&amp;skin=2021%3C/a%3E</a>",London: D. Levi,London,1785,Lion Soesmans,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 1 of 5. <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_41.html"">http://victorianjewishwritersproject.org/items/vjwp_41.html</a> <br> Only volumes 1 and 2 have been digitized. ",pdf,English; Hebrew,book,vjwp_14,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_14.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_14_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_14_th.jpg,LCCN: 55048522
vjwp_41,Tikun Sofrim: Im Vave Amudim [Shemot],"Bible. Old Testament--Versions, Jewish",Hebrew-English chumash. Includes Hebrew and English Torah portions for Shemot (Exodus) with the haftorot in the back of the book. ,David Levi,David Levi,"<a href=""https://babel.hathitrust.org/cgi/pt?id=hvd.hw5pbc&view=1up&seq=1&skin=2021"">https://babel.hathitrust.org/cgi/pt?id=hvd.hw5pb4&amp;view=1up&amp;seq=422&amp;skin=2021%3C/a%3E</a>",London: D. Levi,London,1787,Lion Soesmans,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 2 of 5. <br> Volume 1: <a href=""http://victorianjewishwritersproject.org/items/vjwp_14.html"">http://victorianjewishwritersproject.org/items/vjwp_14.html</a><br> Only volumes 1 and 2 have been digitized. ",pdf,English; Hebrew,book,vjwp_41,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_41.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_41_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_41_th.jpg,LCCN: 55048522
vjwp_16,A Biographical Sketch of the Jewish Socrates [Moses Mendelssohn],"Jewish philosophy; Mendelssohn, Moses (1729-1786)",Biographical essay on Jewish philosopher Moses Mendelssohn.,Isaac D'israeli,Isaac D'israeli,,,London,1798,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_16,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_17,A Dissertation on Anecdotes,Literature--Anecdotes,Short book about the history and nature of anecdotes and their significance. ,Isaac D'israeli,Isaac D'israeli,,"London: C. and G. Kearsley, and J. Murray",London,1793,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_17,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,LCCN: 37036292
vjwp_18,"Eighty-Nine Fugitive Fables, in Verse; Moral, Prudential, and Allegorical, Original and Selected",Literature--Fables,A collection of moral fables. The fables range from original works by D'israeli to adapted and translated works.,Isaac D'israeli,Isaac D'israeli,,London: J. Murray,London,1792,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_18,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,LCCN: 186557603
vjwp_19,A Defense of Poetry and Specimens of a New Version of Telemachus,Poetry,,Isaac D'israeli,Isaac D'israeli,,London: Harrison & Co. ,London,1790,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_19,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_2,[Bevis Marks],,Bevis Marks Synagogue,,,"<a href=""https://www.sephardi.org.uk/bevis-marks/history-design/"">https://www.sephardi.org.uk/bevis-marks/history-design/</a>","The Sephardi Community, Bevis Marks",London,,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,jpg,,still image,vjwp_2,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_2,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_2_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_2_th.jpg,
vjwp_20,On the Abuse of Satire,English literature--History and criticism,Poem on satire.,Isaac D'israeli,Isaac D'israeli,,Gentleman's Magazine,London,1789,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,,vjwp_20,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_23,Curiosities of Literature,Literature--Anecdotes; Litterateurs; English literature--History and criticism,"vol. 5, seventh edition",Isaac D'israeli,Isaac D'israeli,,London: J. Murray,London,1823,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_23,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,LCCN: 43040949
vjwp_24,Curiosities of Literature,Literature--Anecdotes; Litterateurs; English literature--History and criticism,"vol. 4, seventh edition",Isaac D'Israeli,Isaac D'Israeli,"<a href=""https://archive.org/details/curiositieslite10disrgoog"">https://archive.org/details/curiositieslite10disrgoog</a>",London: J. Murray,London,1823,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_24,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_24.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_24_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_24_th.jpg,LCCN: 43040949
vjwp_25,Curiosities of Literature,Literature--Anecdotes; Litterateurs; English literature--History and criticism,"vol. 3, seventh edition",Isaac D'israeli,Isaac D'israeli,"<a href=""https://archive.org/details/curiositieslite15disrgoog"">https://archive.org/details/curiositieslite15disrgoog</a>",London: J. Murray,London,1823,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_25,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_25.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_25_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_25_th.jpg,LCCN: 43040949
vjwp_28,"A Theological Hebrew Grammar and Lexicon, entitled Mapeach Lashon Hakodesh, A Key to the Holy Tongue",Hebrew language--Grammar; Aramaic language--Grammar,Grammar textbook on Biblical Hebrew.,Solomon Lyon,Solomon Lyon,,Liverpool: G.F. Harris's Widow,Liverpool,1815,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English; Hebrew,book,vjwp_28,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_28.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_28_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_28_th.jpg,
vjwp_29,"A Succinct Account, of the Rites, and Ceremonies, of the Jews...","Prideaux, Humphrey, 1648-1724. Old and New Testament; Jews. Liturgy and ritual; Mishnah; Worship in the Bible; Jewish calendar","A succinct account, of the rites, and ceremonies, of the Jews ... In which, their religious principles, and tenets, are clearly explained: particularly, their doctrine of the resurrection, predestination and freewill: and the opinion of Doctor Prideaux concerning those tenets, fully investigated, duly considered and clearly confuted. Also an account of the Jewish calendar, to which is added, a faithful and impartial account of the Mishna ...",David Levi,David Levi,,London: J. Parsons,London,1782,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_29,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_29.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_29_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_29_th.jpg,LCCN: 24016576
vjwp_3,The Elements of the Hebrew Language,Hebrew language--Grammar,Hebrew language textbook. Second edition.,Hyman Hurwitz,Hyman Hurwitz,"<a href=""https://babel.hathitrust.org/cgi/pt?id=hvd.ah5me7&amp;view=1up&amp;seq=11&amp;skin=2021"">https://babel.hathitrust.org/cgi/pt?id=hvd.ah5me7&amp;view=1up&amp;seq=11&amp;skin=2021</a>",London: John Taylor,London,1832,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English; Hebrew,book,vjwp_3,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_3.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_3_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_3_th.jpg,
vjwp_30,"Letters to Nathaniel Brasser Halhel, M.P., in Answer to his Testimony of the Authenticity of the Prophecies of Richard Brothers...",,"Published letters from David Levi to Nathaniel Brasser Halhel, MP, on the Richard Brothers controversy.",David Levi,David Levi,,,London,,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,,,vjwp_30,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_31,"A Defense of the Old Testament, in a Series of Letters, Addressed to Thomas Paine","Judaism--Apologetic works;Bible. Old Testament--Versions, Jewish","Published letters defending Judaism from Enlightenment-era antisemitism, particularly deism and Paine's claims about superstitious, barbaric religion.",David Levi,David Levi,,Printed by the author,London,1797,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_31,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_31.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_31_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_3_th.jpg,
vjwp_32,Kitzur Dikduk Lashon Ivri [A Compendious Hebrew Grammar],Hebrew language--Grammar,Textbook on Hebrew language and grammar.,Marcus Hyman Bresslau,Marcus Hyman Bresslau,,London: John Weale,London,1855,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English; Hebrew,book,vjwp_32,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_32.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_32_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_32_th.jpg,OCLC unique identifier: 14087408
vjwp_33,"Memoirs of the Life and Commercial Connections, Public and Private, of the Late Benjamin Goldsmid, Esq of Roehampton, Containing a Cursory View of the Jewish Society and Manners...",Great Britain; Jews--Great Britain--Social life and customs; Jews--Social life and customs,Memoirs of Jewish mercantilist Benjamin Goldsmid.,"L. Alexander, Benjamin Goldsmid",,,Printed by the author,London,1808,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,,,vjwp_33,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,OCLC unique identifier: 65236058
vjwp_34,"Shorshei Emunah, Elements of Faith for the Use of Jewish Youth of Both Sexes",Judaism--Juvenile literature,Religious and moral guide for Jewish adolescents. ,Shalom ben Jacob Cohen,Shalom ben Jacob Cohen,,London: E. Justins,London,1815,Joshua Van Oven,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English;Hebrew,book,vjwp_34,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_35,"The Jewish Preceptress; or, Elementary Lessons: Written Chiefly for the Use of Female Children, Educated at Jews Hospital ",,Lessons for children on the Jewish religion. ,Daughter of Israel,Daughter of Israel,,London: N. Archer,London,1818,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_35,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_35.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_35_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_35_th.jpg,OCLC unique identifer: 172998308
vjwp_36,"Vindiciae Hebraicae; or, a Defence of the Hebrew Scriptures as a Vehicle of Revealed Religion, in Refutation of J. Bellamy ","Bible. Old Testament--Versions, Jewish",Defense of the Hebrew Bible as divine revelation. ,Hyman Hurwitz,Hyman Hurwitz,,London: F.C. and J. Rivington,London,1820,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English;Hebrew,book,vjwp_36,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_36.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_36_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_36_th.jpg,OCLC unique identifier: 10083035
